184.3183,231.4703
178.1859,192.5744
180.6028,167.5536
181.9488,255.5683
174.1876,188.4633
205.1260,194.4805
183.3440,256.4347
169.3630,221.2507
248.8585,158.5970
177.1022,145.8535
214.7995,205.5451
174.8235,190.7236
183.8072,176.6509
184.4717,206.7136
194.2292,209.0464
223.7310,172.7184
199.5951,168.2687
184.0850,182.7255
210.9979,171.8036
220.4567,255.4012
229.2536,195.5883
209.9379,229.2664
170.5547,213.8631
175.4534,262.7716
216.7937,232.4234
152.1672,182.0187
161.5909,226.1737
201.6717,232.8257
185.6248,194.4302
186.7987,203.9222
210.7105,179.2127
155.6424,234.3126
228.0704,238.1467
166.6827,252.5681
208.6932,262.2620
210.1549,187.5414
167.5681,218.4781
225.0708,166.1088
239.1644,200.6301
186.0975,186.0281
215.4511,215.4136
186.2192,174.5047
186.6070,205.8227
208.6751,273.6590
220.5878,151.6185
211.1344,181.8804
200.5526,250.2931
194.3939,186.8081
217.3122,193.9086
219.6310,198.3325
184.1072,215.3980
242.0838,157.9445
255.9732,214.2150
200.8496,200.8927
121.4076,224.6571
198.0176,163.6695
208.0115,226.6889
176.7863,162.6604
196.7372,212.0514
210.7336,216.8235
158.6699,171.8652
205.7330,201.3931
215.5298,178.2277
206.4228,162.6278
212.2476,148.9225
235.3789,202.0256
185.8420,232.6685
168.1309,214.2078
228.1485,184.5187
174.8083,182.0182
200.4179,199.2762
182.7901,183.5942
246.4252,253.8763
212.3879,183.0883
201.8069,273.8973
182.2282,174.0803
178.5409,220.3879
181.6163,188.3690
166.8100,164.1138
205.9718,181.9935
216.4129,193.9342
178.0890,206.4938
181.1910,254.3735
265.6941,175.7511
217.2967,209.3375
170.7595,223.6125
194.9865,204.4014
224.3758,240.6872
191.7484,130.9424
154.4189,185.4730
207.7917,172.8705
232.0002,235.0789
202.3210,174.1615
160.3930,254.9438
192.5311,229.1471
235.8514,154.3044
208.5760,210.0337
187.3944,191.5465
202.0941,188.4406
209.7840,162.4666
172.3030,159.4495
246.5150,170.0494
243.4093,205.8966
186.9651,190.7248
199.6326,173.0824
226.1696,205.5003
218.7700,174.2853
232.2090,169.2045
231.7527,147.2378
185.3718,187.0233
180.8678,184.0701
137.9767,197.3264
234.8949,200.3070
183.3905,164.0637
189.1710,234.7799
202.2741,179.6851
209.7250,196.0957
246.5346,203.4702
168.8826,194.2898
167.8732,214.4742
211.8336,187.3705
230.8747,214.1779
248.9723,157.0958
246.9657,198.0275
235.0335,207.6326
201.4556,175.0715
209.6816,175.1831
198.8710,233.0991
184.4813,242.2804
192.6277,191.8183
186.6145,143.3138
183.4333,218.9880
210.1281,187.6437
192.7902,188.7554
253.9306,219.2253
182.6969,222.6617
